,title,description,labels,category,date,year,is_annual,start_time,duration,venue_name,scope,venue_type,est_capacity,distance,longitude,latitude,rank,local_rank,aviation_rank,impact_linear,impact_exp
12715,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-11-25,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12716,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-11-26,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12717,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-11-27,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12718,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-11-28,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12719,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-11-29,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12720,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-11-30,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12721,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-01,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12722,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-02,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12723,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-03,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12724,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-04,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12725,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-05,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12726,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-06,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12727,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-07,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12728,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-08,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12729,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-09,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12730,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-10,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12731,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-11,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12732,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-12,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12733,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-13,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12734,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-14,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12735,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-15,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12736,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-16,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12737,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-17,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12738,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-18,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12739,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-19,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12740,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-20,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12741,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-21,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12742,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-22,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12743,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-23,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12744,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-24,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
12745,All-New Holidays At Universal Orlando Resort,"""This year Universal Orlando Resort takes the Christmas season to new heights with an all-new lineup of festivities. Experience Christmas in The Wizarding World of Harry Potter™ as Hogsmeade™ and Diagon Alley™ are transformed with wondrous spirit. Watch the live retelling of Dr. Seuss's classic holiday tale starring The Grinch™ as the Grinchmas Who-liday Spectacular returns. Merry and Mayhem combine as the Minions join Santa Claus in the all-new Universal's Holiday Parade featuring Macy's. Make it a Christmas to remember at Universal Orlando Resort.""","""festival""",festivals,2017-12-25,2017,0,am,4319999,Universal Orlando Resort,locality,indoor,11026.77341378191,0.9856442108055162,-81.46781899999999,28.474321000000003,70,93.0,,71.01954156743092,1632550092159307.0
